1,008,2000,0.0
1,008,2001,3.1
1,008,2002,5.5
1,008,2003,2.6
1,008,2004,2.3
1,008,2005,2.4
1,008,2006,2.4
1,008,2007,2.9
1,008,2008,3.4
1,008,2009,2.3
1,008,2010,3.6
1,008,2011,3.4
1,008,2012,2.0
1,008,2013,1.9
1,008,2014,1.6
1,008,2015,1.9
1,031,2000,1.8
1,031,2001,1.5
1,031,2002,2.8
1,031,2003,2.1
1,031,2004,6.7
1,031,2005,9.6
1,031,2006,8.2
1,031,2007,16.6
1,031,2008,20.8
1,031,2009,1.3
1,031,2010,5.7
1,031,2011,7.8
1,031,2012,1.0
1,031,2013,2.4
1,031,2014,1.4
1,031,2015,4.0
1,040,2000,2.4
1,040,2001,2.7
1,040,2002,1.8
1,040,2003,1.4
1,040,2004,2.1
1,040,2005,2.3
1,040,2006,1.5
1,040,2007,2.2
1,040,2008,3.2
1,040,2009,0.5
1,040,2010,1.8
1,040,2011,3.3
1,040,2012,2.5
1,040,2013,2.0
1,040,2014,1.6
1,040,2015,0.9
1,051,2000,-0.8
1,051,2001,3.1
1,051,2002,1.1
1,051,2003,4.7
1,051,2004,7.0
1,051,2005,0.6
1,051,2006,2.9
1,051,2007,4.4
1,051,2008,9.0
1,051,2009,3.4
1,051,2010,8.2
1,051,2011,7.7
1,051,2012,2.6
1,051,2013,5.8
1,051,2014,3.0
1,051,2015,3.7
1,056,2000,2.5
1,056,2001,2.5
1,056,2002,1.6
1,056,2003,1.6
1,056,2004,2.1
1,056,2005,2.8
1,056,2006,1.8
1,056,2007,1.8
1,056,2008,4.5
1,056,2009,-0.1
1,056,2010,2.2
1,056,2011,3.5
1,056,2012,2.8
1,056,2013,1.1
1,056,2014,0.3
1,056,2015,0.6
1,070,2000,1.7
1,070,2001,1.8
1,070,2002,0.9
1,070,2003,0.2
1,070,2004,-0.4
1,070,2005,3.7
1,070,2006,6.1
1,070,2007,1.5
1,070,2008,7.4
1,070,2009,-0.4
1,070,2010,2.2
1,070,2011,3.7
1,070,2012,2.0
1,070,2013,-0.1
1,070,2014,-0.9
1,070,2015,-0.9
1,100,2000,10.3
1,100,2001,7.4
1,100,2002,5.8
1,100,2003,2.2
1,100,2004,6.3
1,100,2005,5.0
1,100,2006,7.3
1,100,2007,8.4
1,100,2008,12.4
1,100,2009,2.7
1,100,2010,2.4
1,100,2011,4.2
1,100,2012,3.0
1,100,2013,0.9
1,100,2014,-1.4
1,100,2015,-0.1
1,112,2000,168.9
1,112,2001,61.4
1,112,2002,42.8
